N,P,K,temperature,humidity,ph,NPK_Ratio,rainfall,Wind_Speed (m/s),Solar_Radiation (kWh/m²),Crop Variety Category,Y_Max,Soil_Quality,Crop_Yield
37,70,25,19.73136909,24.89487354,5.819403771,0.3894736842105263,84.06354115,3.23112497800287,18.049605780537266,kidneybeans,2.0,0,21.14523235988098
27,63,19,20.93409877,21.1893007,5.562201934,0.32926829268292684,133.1914419,3.3300045044176088,17.902764558595464,kidneybeans,2.0,0,20.581827082749705
22,60,24,18.78226261,20.24768314,5.630664753,0.2619047619047619,104.2570723,3.1608063640243023,18.03800017431807,kidneybeans,2.0,0,20.519618579739
3,72,24,36.51268371,57.92887167,6.03160778,0.03125,122.6539694,3.0223413381707354,17.75477577724129,pigeonpeas,2.0,0,22.43258117292832
40,59,23,36.89163721,62.73178224,5.269084669,0.4878048780487805,163.7266551,3.2719677533715363,17.85428104082535,pigeonpeas,2.0,0,21.55823432244393
33,73,23,29.23540524,59.38967583,5.985792703,0.34375,103.3301803,3.1464603698923597,17.914742913092542,pigeonpeas,2.0,0,22.58300490612401
27,57,24,27.33534897,43.35795962,6.09186275,0.3333333333333333,142.33036769999995,3.0910299428658865,17.918916602497198,pigeonpeas,2.0,0,22.466458343234844
10,79,18,21.0643684,55.46985938,5.624731337999999,0.10309278350515463,184.6226709,3.1475620698036004,17.8692119959728,pigeonpeas,2.0,0,20.915776055172692
30,75,25,30.33276599,42.35249879,6.446091759,0.3,149.299952,3.1915440730093376,17.976503536355477,pigeonpeas,2.0,0,23.044597614163468
40,70,20,31.80130272,45.03186173,5.623490042999999,0.4444444444444444,147.03614419999997,3.1495221423211013,17.807456500182465,pigeonpeas,2.0,0,21.809060245365806
38,55,19,33.18184225,38.23184742,5.864623352000001,0.5135135135135135,198.8298806,2.989440003065016,17.899980594618597,pigeonpeas,2.0,1,22.34675046141673
35,58,20,29.38538562,63.47742011,5.761702519,0.44871794871794873,90.05422663,3.299703228463636,17.926248106291915,pigeonpeas,2.0,0,22.127333882418604
38,61,21,30.27374995,67.38680755,4.696518678,0.4634146341463415,127.7767134,3.337484112902795,17.9656624265266,pigeonpeas,2.0,0,20.522271902833417
33,58,24,35.45790488,68.75810535,5.269504214,0.4024390243902439,108.6333046,3.2751488079088733,17.985380030929615,pigeonpeas,2.0,0,21.52560981854784
16,56,17,33.80020039,40.03262418,7.445444882999999,0.2191780821917808,176.6165894,3.096228041732441,17.801754333936938,pigeonpeas,2.0,0,21.588014726131497
31,72,17,28.69180475,49.47225353,5.833031707999999,0.34831460674157305,96.36222901,3.189847455380171,17.760807126047162,pigeonpeas,2.0,0,22.07765147291766
16,80,20,31.24021696,56.67369054,7.3393209289999986,0.16,122.0146733,3.209344477251977,18.041986225310577,pigeonpeas,2.0,0,21.874526700815096
27,72,17,28.98039357,57.23265151,6.347929353,0.30337078651685395,120.7435664,3.2698760477311137,17.947449944318684,pigeonpeas,2.0,0,22.99213430059489
40,62,19,27.32198928,34.13737127,4.697750704,0.49382716049382713,96.51524028,3.2768306576467308,17.83936988946507,pigeonpeas,2.0,0,19.97848542954123
18,58,16,21.47607807,38.80023714,4.962661422,0.24324324324324326,180.382234,3.136579228897073,18.069333740672977,pigeonpeas,2.0,0,19.693268515817426
3,68,16,18.31910448,34.69776639,4.964887857,0.03571428571428571,107.4721605,3.2181961644162786,17.925786006550013,pigeonpeas,2.0,0,18.76060865184172
26,67,24,36.97794384,37.73992903,5.642813116,0.2857142857142857,161.48129630000005,3.2557246492364467,18.03214826152711,pigeonpeas,2.0,0,22.056979991888262
16,70,20,24.80467592,40.1242747,5.6093956,0.17777777777777778,121.5639121,3.3555788409895992,17.920970391261736,pigeonpeas,2.0,0,21.14258241577375
24,63,19,19.3479443,55.96805489,4.681576043,0.2926829268292683,194.5921148,3.280447262757395,18.120293335608924,pigeonpeas,2.0,0,19.488180596660225
9,76,25,28.88302142,50.12323801,5.70951224,0.0891089108910891,179.2155874,3.2889022775124745,18.089752627365044,pigeonpeas,2.0,0,21.674802772033182
16,55,19,19.54314136,47.19188279,6.413543781,0.21621621621621623,192.4372194,3.218379271567859,17.889322128272816,pigeonpeas,2.0,0,22.11221689446761
28,75,21,24.7741949,50.54621094,6.007508163,0.2916666666666667,114.2821387,3.351042523295273,18.011375638216162,pigeonpeas,2.0,0,22.193543908860306
16,71,24,18.33124824,38.40975482,4.946369874,0.16842105263157894,139.64833169999997,3.2509728883708724,17.97875613807924,pigeonpeas,2.0,0,19.413911367840477
24,70,21,19.14729038,45.3733757,5.517208078,0.26373626373626374,132.7748215,3.1238878177575655,18.05108169887396,pigeonpeas,2.0,0,20.560560676474662
38,72,21,28.23416057,49.4421345,5.902103172,0.40860215053763443,186.5008581,3.350333605787442,17.817726197062715,pigeonpeas,2.0,0,22.2521713385217
9,66,21,30.11812084,34.13307843,5.719889876,0.10344827586206896,157.0858232,3.2797869360288257,17.98282368912057,pigeonpeas,2.0,0,21.591353170539413
34,56,17,33.4126864,35.42910045,4.548202098,0.4657534246575342,139.6702541,3.1656922066620745,18.020060991805686,pigeonpeas,2.0,0,20.268454176982026
1,76,19,24.18553163,46.68746847,6.6695294160000005,0.010526315789473684,177.3377996,3.1620473120349986,17.738344594478413,pigeonpeas,2.0,0,21.15585219302391
6,69,19,26.88630675,41.69617915,4.7509292180000005,0.06818181818181818,94.46748008,3.239654163288999,17.79589269185415,pigeonpeas,2.0,0,19.709705867614396
26,73,21,31.33170829,57.97429171,4.946263888,0.2765957446808511,161.7820226,3.2563150883016814,17.710295325344717,pigeonpeas,2.0,0,20.689930562617597
27,61,18,33.30711818,67.07780816,5.266227032,0.34177215189873417,108.5090168,3.2297258353380434,17.88727785967627,pigeonpeas,2.0,0,21.32705336791429
27,71,23,23.45379018,46.48714759,7.10959773,0.2872340425531915,150.87122019999995,3.2411274761192113,17.98597276870032,pigeonpeas,2.0,0,21.819007334905294
36,61,21,34.53823889,39.04468913,5.617008201,0.43902439024390244,168.5948318,3.379992346232561,18.06445424833033,pigeonpeas,2.0,0,21.88882980983695
17,73,18,19.50112224,34.51086611,5.632353113,0.18681318681318682,197.3752649,3.3171509239984114,17.921628021162704,pigeonpeas,2.0,0,20.680024538960033
26,72,22,28.76794904,37.57792132,4.674941549,0.2765957446808511,91.72084869,3.2290601679014252,18.077080097677854,pigeonpeas,2.0,0,20.084742461233688
17,64,16,30.97758716,32.24914235,7.161797643,0.2125,180.716828,3.304127666851671,17.776208397299236,pigeonpeas,2.0,0,21.986142759708272
14,74,19,18.39759147,36.82639309,6.624966131,0.15053763440860216,93.12330644,3.1067442184221687,17.74388029918521,pigeonpeas,2.0,0,21.85491213322761
39,60,15,35.09357419,30.98685456,5.004074623999999,0.52,116.9106908,3.2497893137696034,17.908663773231062,pigeonpeas,2.0,0,20.67948107978264
6,66,15,34.93174223,30.40046769,6.3458060110000005,0.07407407407407407,159.2649827,3.3909272437482336,17.952625088014656,pigeonpeas,2.0,0,22.742099914194185
8,59,18,29.50523036,35.72032498,6.216814453,0.1038961038961039,187.8961851,3.1881920192356854,17.910949068311314,pigeonpeas,2.0,0,22.46212673021622
2,67,18,34.51934775,47.52980027,5.921666758,0.023529411764705882,129.0064612,3.1252332159130143,17.70747433311674,pigeonpeas,2.0,0,21.711884243190095
1,76,17,28.43430726,52.10010827,6.012719118,0.010752688172043012,147.0414824,3.144787719915617,17.905306539169448,pigeonpeas,2.0,0,21.061755489485314
16,73,19,18.41645629,34.80541039,4.684079249,0.17391304347826086,163.27474730000003,3.101033305040684,17.78377159307024,pigeonpeas,2.0,0,19.132644023510764
23,75,25,31.07508973,47.19847683,7.077170002000001,0.23,91.31256412,3.1315204179621525,17.98118579800373,pigeonpeas,2.0,0,22.423172311555064
32,70,20,20.89342749,46.24856523,6.208843215,0.35555555555555557,195.5697875,3.17294579891592,17.95087836773041,pigeonpeas,2.0,0,22.159482612261712
28,59,22,30.90607799,52.79913039,7.05181629,0.345679012345679,170.99198280000005,3.0694399068570584,17.82023056448799,pigeonpeas,2.0,0,22.526217772990652
5,62,23,27.9348279,66.45457122,4.722222454,0.058823529411764705,145.3728801,3.211558442169883,17.862831851387057,pigeonpeas,2.0,0,19.965854174250527
36,67,25,35.95176642,36.52780776,6.418062652000001,0.391304347826087,136.0456753,3.3002243261535873,17.80829719093183,pigeonpeas,2.0,0,23.317251508450312
1,66,23,19.54317155,56.92831399,4.803564468,0.011235955056179775,173.1686574,3.1192209907602306,17.90795063339341,pigeonpeas,2.0,0,18.253060201986955
24,73,20,19.63736208,32.31528909,4.608695247,0.25806451612903225,176.4134092,3.3619250011390998,18.00973277517085,pigeonpeas,2.0,0,19.249345517075806
17,67,18,31.2192752,56.46868874,5.611510977000001,0.2,129.20286529999998,3.2610758176276824,17.815645938487172,pigeonpeas,2.0,0,21.74858369158116
5,55,18,33.50876355,45.70976142,7.322097972000001,0.0684931506849315,126.6738117,3.3130546673373287,17.96462319467251,pigeonpeas,2.0,0,21.585446498114678
5,56,24,24.80710166,45.01110015,5.023115055,0.0625,188.4928637,3.144213153389709,17.86119278128348,pigeonpeas,2.0,0,19.81718365033568
37,77,17,36.20970524,31.94550613,5.617122801,0.39361702127659576,191.0658531,3.2954491314815844,17.83493125989449,pigeonpeas,2.0,0,21.892954405249508
13,73,20,30.50420876,35.48885969,5.391560417999999,0.13978494623655913,162.59277230000004,3.1008032187353916,17.90351550712527,pigeonpeas,2.0,0,20.997404307734158
6,63,23,26.01630259,49.94704718,5.906596905,0.06976744186046512,160.33374469999995,3.2990213588585737,17.810694310878787,pigeonpeas,2.0,0,21.761378135501115
16,77,22,31.48469278,35.6395615,6.574209678,0.16161616161616163,100.546816,3.227180542754276,17.858853612586007,pigeonpeas,2.0,0,22.94392910091393
25,64,20,33.15122581,32.45974539,4.807776748999999,0.2976190476190476,105.03802749999998,3.265321730773401,17.79443075386184,pigeonpeas,2.0,0,20.387112882547605
34,75,24,23.50222822,51.29019509,4.760038038999999,0.3434343434343434,192.3023991,3.0924371482124378,18.110691056412364,pigeonpeas,2.0,0,19.939778539981663
20,77,23,34.87248659,38.83786012,5.180271502,0.2,148.25027859999997,3.1204896245472624,17.9177448983179,pigeonpeas,2.0,0,21.001548802210802
35,80,25,28.09269012,44.93322042,4.895927306,0.3333333333333333,197.1144011,3.269719430600261,17.84424599232147,pigeonpeas,2.0,0,20.349397902491134
14,75,24,24.54757829,57.3414485,6.436160044,0.1414141414141414,118.3606557,3.115161808352503,17.935616534194146,pigeonpeas,2.0,0,22.672523148939682
36,80,21,33.64769646,48.41490082,7.066087261,0.3564356435643564,100.4673278,3.256317237984835,17.902985738151642,pigeonpeas,2.0,0,22.63992910925335
7,77,18,20.5591255,60.54880693,6.655918077999999,0.07368421052631578,191.0895109,3.073282828128898,17.892121583167402,pigeonpeas,2.0,0,22.111982501795183
29,78,25,19.95991719,59.33157782,5.982854522999999,0.2815533980582524,195.787103,3.29481403004159,17.975635213125067,pigeonpeas,2.0,0,21.85242100956411
30,60,21,28.87667593,62.4901206,5.457871272999999,0.37037037037037035,182.2688175,3.086744277298072,17.989969314125457,pigeonpeas,2.0,0,21.413223443603123
20,74,16,36.04353699,43.61444121,4.759490199,0.2222222222222222,159.8938645,3.265226602542875,17.861168428359672,pigeonpeas,2.0,0,20.573327542427826
19,57,23,23.6734328,47.2879691,7.342409555,0.2375,141.12507219999995,3.2725597021395227,17.856636719056258,pigeonpeas,2.0,0,21.27032576447146
3,60,19,25.74679443,40.7192594,4.820788186000001,0.0379746835443038,100.7791633,3.140319426931965,17.88671337340556,pigeonpeas,2.0,0,19.34656329457258
5,77,19,31.08564994,66.68832981,6.242052013,0.052083333333333336,175.9303271,3.2681992654833953,17.68402642664717,pigeonpeas,2.0,0,22.755208790511276
5,68,20,18.72987676,61.33186249,5.001038726,0.056818181818181816,139.8710041,3.2360408351082786,17.76269943690087,pigeonpeas,2.0,0,19.399158877721007
37,73,21,29.50304807,63.46513414,5.560224582999999,0.39361702127659576,189.5208915,3.156112423155649,18.050905969865177,pigeonpeas,2.0,0,21.711827069047803
9,59,24,20.43517772,39.37252634,4.747352458,0.10843373493975904,137.22796619999997,3.109141140367302,18.078715314470852,pigeonpeas,2.0,0,19.315131137544522
20,72,15,36.00415838,56.01334416,7.313517308,0.22988505747126436,134.8596466,3.013734039607665,17.889314939165086,pigeonpeas,2.0,0,22.18849927251361
31,56,23,31.46846241,35.39454002,5.661826398,0.3924050632911392,174.5723999,3.244961613504892,17.971874239426302,pigeonpeas,2.0,0,21.767790505592753
0,70,21,36.30049702,56.03021253,4.672437054,0.0,101.6073988,3.053516331638717,17.94534355857508,pigeonpeas,2.0,0,17.824880493238524
21,74,15,29.49096726,67.10604388,6.471862118,0.23595505617977527,153.2504506,3.2195310287190537,18.222106623966248,pigeonpeas,2.0,0,23.1306847570379
13,67,18,30.5753044,34.75591197,5.384762927000001,0.15294117647058825,177.5764304,3.183651787166698,18.026176034264182,pigeonpeas,2.0,0,20.963370156649958
27,74,20,24.69487673,59.96669215,5.8598134160000015,0.2872340425531915,91.95792434,3.2779108863187423,17.90142678397265,pigeonpeas,2.0,0,21.962758237720685
29,72,24,23.17409556,36.67847052,6.962386495,0.3020833333333333,162.5931264,3.1797920588259365,17.818664499060684,pigeonpeas,2.0,0,22.00590211919936
5,68,20,19.04380471,33.10695144,6.12166671,0.056818181818181816,155.3705624,3.1770518301402135,17.753573911094968,pigeonpeas,2.0,0,21.31381369003375
39,57,19,29.32379604,45.93248374,6.421748487,0.5131578947368421,165.4113371,3.2831836792037525,17.934564906707447,pigeonpeas,2.0,1,22.983462639778246
22,62,16,34.6455408,54.32342534,4.828936119,0.28205128205128205,180.9009998,3.2435024116833344,17.838583468592294,pigeonpeas,2.0,0,20.66673527595602
18,55,23,21.9989826,56.31006755,6.98571967,0.23076923076923078,136.82743119999998,3.2416122044932005,17.771993172160958,pigeonpeas,2.0,0,21.981654034236296
39,77,21,22.99774444,60.24218572,4.603563116,0.3979591836734694,159.689339,3.256923367755775,17.84956125469647,pigeonpeas,2.0,0,19.88011718511708
13,75,20,30.55992394,35.29006485,6.979540061,0.1368421052631579,178.8998611,3.0564393964542123,17.806063742759285,pigeonpeas,2.0,0,22.358827004059243
27,71,24,31.46417866,48.17631461,7.064973419,0.28421052631578947,165.40535400000005,3.285675476773621,18.082932706627982,pigeonpeas,2.0,0,22.502413719568107
26,64,22,25.95058595,40.58227261,5.16516459,0.3023255813953488,109.1821183,3.271243488176283,18.002382518815672,pigeonpeas,2.0,0,20.437571228320692
23,55,16,21.01142393,69.69141302,5.111488821,0.323943661971831,185.2039114,3.108328295917273,17.913421278989063,pigeonpeas,2.0,0,20.182647461020565
4,69,19,19.25100056,47.70351758,5.374358869,0.045454545454545456,149.063196,3.185588561407503,18.062212957009727,pigeonpeas,2.0,0,19.805592626623827
20,67,19,19.24462755,50.54495302,5.671419084,0.23255813953488372,180.6465282,3.2060658800121598,17.92195537388549,pigeonpeas,2.0,0,20.93104947499219
7,74,17,22.47253208,62.56532471,5.667419697000001,0.07692307692307693,96.74706956,3.1965469303347493,17.8280901229879,pigeonpeas,2.0,0,21.084676721714104
17,64,18,36.75087487,58.25799145,6.07938452,0.2073170731707317,124.6028153,3.2433826054317763,18.066530950847692,pigeonpeas,2.0,0,23.074419065683575
35,71,17,29.89286629,66.35375127,6.931924962999999,0.3977272727272727,198.1403003,3.353133286958041,17.968109547489192,pigeonpeas,2.0,0,22.819047086825407
11,72,22,29.37735586,44.82294584,6.842744374,0.11702127659574468,172.40168,3.318173281542206,17.81049392768808,pigeonpeas,2.0,0,22.582754930797616
20,60,22,29.65052947,42.89833235,6.876572502999999,0.24390243902439024,186.9226052,3.078774689431782,17.895184675312365,pigeonpeas,2.0,0,22.62969692091861
10,71,18,19.54284889,66.34777265,6.151029296,0.11235955056179775,173.11069819999997,3.2722036078055274,17.82665671778225,pigeonpeas,2.0,0,21.955723067472704
33,61,24,20.04611791,48.93905624,4.567446499,0.38823529411764707,122.4564203,3.3428899407284636,17.77593857002429,pigeonpeas,2.0,0,19.47591165922648
3,49,18,27.91095209,64.70930606,3.692863601,0.04477611940298507,32.67891866,3.248677460843843,18.00683629787389,mothbeans,1.0,0,19.353969337135464
22,59,23,27.32220619,51.27868781,4.371745575,0.2682926829268293,36.5037914,3.3190946512935193,18.10516020716774,mothbeans,1.0,0,19.92914017618379
36,58,25,28.66024187,59.3189118,8.399135957999999,0.43373493975903615,36.92629678,3.411223653344999,17.77436178573881,mothbeans,1.0,0,20.252762620365104
4,43,18,29.02955344,61.09387478,8.840656256,0.06557377049180328,72.98016599,3.312367563385621,17.97051546678978,mothbeans,1.0,0,19.607640792961078
29,54,16,27.78031515,54.65030015,8.153022903,0.4142857142857143,32.05025323,3.234927468339096,17.84915428620854,mothbeans,1.0,0,20.22826694969025
32,43,22,31.99928579,54.1077461,5.270749441,0.49230769230769234,71.6266696,3.314505456183398,17.865506004744255,mothbeans,1.0,0,21.142260432135377
14,55,15,27.33580911,55.27755933,8.050304395,0.2,73.44775287,3.224485392084612,17.85497915069684,mothbeans,1.0,0,20.23585644634383
5,35,20,28.92952635,53.57014709,9.679240873,0.09090909090909091,66.35634104,3.212386913103418,17.827819466152743,mothbeans,1.0,0,19.582437018950703
25,57,24,27.65472156,58.59986279,6.974978386,0.30864197530864196,36.94255012,3.1748551852035494,17.919070705915207,mothbeans,1.0,0,22.472820379839025
11,53,24,28.52396666,55.77264351,7.39389918,0.14285714285714285,61.32935611,3.3663379446581336,17.831123531479623,mothbeans,1.0,0,21.481116001530715
40,49,17,31.02215872,45.89239456,6.68727523,0.6060606060606061,53.56783314,3.1281537421807224,17.94126422569871,mothbeans,1.0,1,22.977459679294164
38,56,25,25.74095321,45.38497051,7.88118645,0.4691358024691358,67.43488235,3.3632333812427344,17.909194732175813,mothbeans,1.0,0,20.431781173052794
27,43,23,31.70447482,56.85420099,5.875333778,0.4090909090909091,44.94317432,3.25998302114896,17.890323738434084,mothbeans,1.0,0,22.413792951847643
24,38,22,24.47876451,58.51663927,8.202706015,0.4,34.96933295,3.0700659912947286,17.823462176916564,mothbeans,1.0,0,19.989578823298285
23,45,21,31.46511256,51.79939437,8.985348193,0.3484848484848485,74.44330654,3.246761538074065,17.85654141006389,mothbeans,1.0,0,20.15324290271083
29,57,20,25.60973447,50.7330069,5.87707519,0.37662337662337664,53.39249517,2.9999939580097603,17.9897576657033,mothbeans,1.0,0,21.957232632688964
31,35,23,30.30260453,47.18283631,7.707595055,0.5344827586206896,68.04039813,3.2725474104580266,17.964310261883163,mothbeans,1.0,1,20.99217111114318
0,55,25,28.17489437,43.6672299,4.524171562,0.0,45.78172762,3.298519757073822,17.81646301864087,mothbeans,1.0,0,17.116164924480984
7,45,22,25.50634557,44.8302551,9.926212291,0.1044776119402985,74.32635105,3.1507610132097175,17.92415177366365,mothbeans,1.0,0,19.410124539672278
17,58,25,31.12896766,43.58788762,6.455592696,0.20481927710843373,32.76742894,3.222351378370481,17.989357255457904,mothbeans,1.0,0,22.97803904746827
11,44,17,26.34043268,55.59160391,8.016210782,0.18032786885245902,35.1051197,3.4054123521499515,17.74727801500859,mothbeans,1.0,0,20.132039293221105
22,49,22,28.23494706,61.5620517,3.71105919,0.30985915492957744,72.66666443,3.159421938348729,17.96855456235872,mothbeans,1.0,0,20.02914414786558
9,51,19,27.04453473,49.32609633,5.49091063,0.12857142857142856,48.25207759,3.1041058500692627,17.84795616722614,mothbeans,1.0,0,20.969380675477296
28,48,15,25.16125354,55.25435777,9.254089438,0.4444444444444444,40.89732789,3.3581629490211826,17.97127840998004,mothbeans,1.0,0,19.69091315906875
26,50,19,27.3179125,51.66921088,6.005242945,0.37681159420289856,32.55919573,3.4062553278280023,17.837892627466474,mothbeans,1.0,0,22.301263295922816
36,56,20,25.4123765,49.66474269,7.437078236,0.47368421052631576,31.87416982,3.2103661759597073,17.73373033305427,mothbeans,1.0,0,21.216634578213007
8,60,18,31.21629982,46.01868196,3.808429173,0.10256410256410256,53.1205277,3.3111429123157583,17.751464299332408,mothbeans,1.0,0,19.841439110663124
24,37,21,30.573999,58.22686794,5.818219385,0.41379310344827586,62.74803826,3.344144200328011,17.919027037786865,mothbeans,1.0,0,22.210418956194683
22,43,24,25.42517036,53.22082660000001,4.52363558,0.3283582089552239,46.19374559,3.1357481855210843,17.940190793292874,mothbeans,1.0,0,19.864248428580304
36,43,24,27.09400578,43.65305437,3.510404312,0.5373134328358209,41.53749535,3.161466025238136,17.823786880610285,mothbeans,1.0,0,19.79597851659898
22,44,24,24.30935081,56.32938343,6.030447288,0.3235294117647059,58.99536268,3.333084060090396,17.978077788998462,mothbeans,1.0,0,22.204073074677943
17,43,22,30.06142622,45.90067655,5.498340807999999,0.26153846153846155,41.0550915,3.3784980366457735,17.74806653689383,mothbeans,1.0,0,21.28978201222706
8,45,15,28.09568993,60.98353839999999,4.61136408,0.13333333333333333,33.84110759,3.266284694792358,17.907610563255993,mothbeans,1.0,0,19.89224124542602
7,56,23,26.33908791,40.00933429,5.545219232000001,0.08860759493670886,55.50429227,3.1220151734247175,17.79311692314448,mothbeans,1.0,0,20.903782344990386
36,57,16,28.61409059,57.14218792,8.292875733999999,0.4931506849315068,57.02891698,3.4087027199448667,17.84903493234051,mothbeans,1.0,0,20.25114576857433
11,45,19,28.70012137,44.359648,3.828031463,0.171875,44.11622138,3.1568995189937263,17.918958410252365,mothbeans,1.0,0,19.72995761060367
6,36,22,24.21610338,59.79236306,8.869532817,0.10344827586206896,42.24783476,3.1764828306577777,17.82817720659233,mothbeans,1.0,0,19.405850284689066
17,57,20,28.50677929,45.20094476,3.793575185,0.22077922077922077,66.1761456,3.244230392223885,17.875762988697744,mothbeans,1.0,0,19.84385155381061
4,47,20,25.97948991,64.95585424,4.193189124,0.05970149253731343,72.19245835,3.3654126508464,18.01484782404217,mothbeans,1.0,0,19.457897694295884
9,49,16,30.88482722,41.36561835,7.661537347999999,0.13846153846153847,55.053805,3.295394206430145,17.85652935616841,mothbeans,1.0,0,20.81469956826777
25,51,24,25.5042419,61.66852372,9.392694614,0.3333333333333333,65.07981523,3.251483158811114,17.997787754327238,mothbeans,1.0,0,19.85607590830751
36,44,21,25.12528913,51.33189406,4.516154055,0.5538461538461539,38.48678973,3.256325461786733,17.801247857654964,mothbeans,1.0,0,19.8441592755937
21,38,20,27.10508014,63.56791363,5.794289715,0.3620689655172414,62.20279647,3.2143480756392693,17.967198960912253,mothbeans,1.0,0,21.956514921156675
37,57,20,31.1006247,44.82069159,7.354286985,0.4805194805194805,70.79934452,3.2658105602267735,18.058375405186517,mothbeans,1.0,0,21.784776110763204
32,48,18,26.45707778,56.40226277,5.993513566,0.48484848484848486,64.16167699,2.9570406010054926,17.667054093107996,mothbeans,1.0,0,22.307480783923104
29,44,20,30.04132304,63.56222995,8.620107545,0.453125,31.83192392,3.180335862867943,17.83452901757368,mothbeans,1.0,0,20.22436137557868
25,51,18,27.77799528,54.82130787,9.45949344,0.36231884057971014,50.28438729,3.234128802266601,17.97192575583878,mothbeans,1.0,0,19.90365614579685
10,44,24,30.99256944,43.02151392,8.0344125,0.14705882352941177,58.27600682,3.094895200412972,17.893914004516425,mothbeans,1.0,0,20.34835859907558
23,35,18,26.4908332,47.36534833,5.414492777,0.4339622641509434,36.99362831,3.248628940556079,17.951333130457858,mothbeans,1.0,0,20.878172567967322
9,60,23,31.96987867,57.17377029,6.2760043360000015,0.10843373493975904,64.25520357,3.1895494866763108,17.853820024449142,mothbeans,1.0,0,22.946532577359065
3,58,21,25.36140526,46.82652785,9.160691747,0.0379746835443038,55.60523179,3.3855441786064717,17.922877521868017,mothbeans,1.0,0,19.05479837919984
22,42,22,25.54249137,56.96640758,7.887658711,0.34375,48.46797044,3.3672985812964082,17.89865081958152,mothbeans,1.0,0,20.425371602215193
12,39,21,28.99319096,62.85948245,8.183844843,0.2,70.4713043,3.1634160518631065,18.030996749286707,mothbeans,1.0,0,20.291739964494987
39,36,22,29.34317422,60.50320928,9.072011412,0.6724137931034483,34.03335472,3.1949128376182534,17.939660627450845,mothbeans,1.0,0,20.103528579916613
32,41,16,28.63618921,61.39451307,7.702287236,0.5614035087719298,68.54877876,3.2026018522140833,17.947978809328244,mothbeans,1.0,1,20.998017729296514
30,41,15,24.83206631,44.17085032,5.88509677,0.5357142857142857,52.0810886,3.1648306611589603,17.873030846508478,mothbeans,1.0,1,21.787414472902086
19,36,22,25.44689075,58.55363573,6.16496284,0.3275862068965517,57.04826619,3.2294991071777353,17.865457920713474,mothbeans,1.0,0,22.491429877476413
4,46,15,31.01274943,62.40392519,3.504752314,0.06557377049180328,63.77192383,3.1341684018861637,17.870962724338764,mothbeans,1.0,0,19.680552958662016
21,39,20,27.06179658,52.3003173,7.388007482999999,0.3559322033898305,60.74583498,3.09693507528117,17.953663757358555,mothbeans,1.0,0,21.42904975761565
35,57,25,27.0956288,42.26206161,8.340398059,0.4268292682926829,71.12710390000002,3.2722677311649497,17.8721200950387,mothbeans,1.0,0,20.032354456912238
22,55,24,28.56800579,57.30636014,8.66077954,0.27848101265822783,64.53027638,3.272949567197104,17.943196028810366,mothbeans,1.0,0,20.09384498555715
35,51,17,28.79929247,49.84213387,3.558822825,0.5147058823529411,40.85534718,3.1295650328089235,18.12175862298527,mothbeans,1.0,0,19.937100457512077
17,56,17,27.94293692,45.41393636,5.9565851,0.2328767123287671,69.66289997,3.299532151851183,18.001331013463894,mothbeans,1.0,0,22.15632977455515
28,57,17,30.47757686,61.58245338,9.416003106,0.3783783783783784,61.86633917,3.1468388358583894,17.88161618990394,mothbeans,1.0,0,20.168310433314392
22,36,16,30.58139475,50.77148138,8.18422855,0.4230769230769231,64.58559639,3.235313132578721,18.03433993533712,mothbeans,1.0,0,20.32523152900624
11,41,19,26.85911286,41.81420849,5.131779302,0.18333333333333332,44.13827124,3.2920310100361685,17.87341100581857,mothbeans,1.0,0,20.253944951502948
38,38,18,26.31051759,61.18749126,6.294130312999999,0.6785714285714286,35.73403813,3.2066353523045517,17.71040608960294,mothbeans,1.0,1,22.762962791589022
23,37,24,28.77833449,44.2252605,7.991902443,0.3770491803278688,33.95825723,3.2554706999890364,17.813409912028984,mothbeans,1.0,0,20.37565037345661
25,35,20,28.90245417,43.35365671,8.923095695,0.45454545454545453,71.90018566,3.1583536443861657,17.72713935101814,mothbeans,1.0,0,19.894872676792343
40,45,20,29.37687468,57.69622912,6.878498176,0.6153846153846154,38.34303462,3.190349950432113,17.879067194716594,mothbeans,1.0,1,22.75573772089629
23,58,19,24.17093241,58.25204566,5.243634848999999,0.2987012987012987,59.18953429,3.189410665686889,17.91606038103968,mothbeans,1.0,0,20.55250054199486
2,56,23,26.65333029,59.79023382,7.550090941,0.02531645569620253,36.91852635,3.135338774120899,18.081862274348254,mothbeans,1.0,0,20.27541300503412
3,56,17,28.19912143,53.50567601,8.709291687999999,0.0410958904109589,52.13580529,3.1923191924633447,17.94691128049714,mothbeans,1.0,0,19.3457708433049
26,51,25,28.76488954,52.62741529,7.792508067999999,0.34210526315789475,55.21606732,3.055134778888548,17.892308490239838,mothbeans,1.0,0,20.80993432016681
39,42,20,29.3499706,61.25353851,8.055908857999999,0.6290322580645161,40.82840673,3.1608812340607124,17.997159101239074,mothbeans,1.0,1,20.55701481458998
27,59,20,28.00937423,52.60950014,4.397698806,0.34177215189873417,36.01203025,3.1815090594379556,17.693105012219938,mothbeans,1.0,0,20.002782538215094
24,45,19,26.85851927,48.8246387,5.9523849570000005,0.375,34.7426459,3.1843786335253847,17.937779998931582,mothbeans,1.0,0,22.124883657903517
7,40,17,31.2123945,40.92604945,8.532078732999999,0.12280701754385964,53.78769958,3.185846864187845,17.991305062509422,mothbeans,1.0,0,19.825031268882217
